structure,max_depth,score_support,min_samples_split,min_bin_exp,d,cohen,random_proj_exp,random_proj_depth,target,Weight-,Acceleration+,Mpg+,N+
18,4,2,49,0.5155361007224353,4,0.29088142345611023,0.6232461713313235,4,1,2155,16.4,30,79
26,4,4,21,0.19885739778994216,3,0.8689476240524269,0.6769890734595024,3,1,2234,16.1,30,203
2,4,2,8,0.5347326974805001,2,0.6465237389131937,0.5795059170082388,3,1,2155,16.4,30,79
30,4,4,41,0.3857151366699114,2,0.24984472598056517,0.5092792808909501,5,1,2155,16.4,30,79
21,3,1,42,0.10628384154488427,4,1.1898763011073823,0.31646944002504757,2,1,2234,16.1,30,203
24,3,1,16,0.36624369040587,4,0.330017459480896,0.602907451504437,3,1,2234,16.1,30,203
29,3,1,44,0.785341323270824,4,1.2235763834306002,0.3830290861027157,2,1,2234,16.1,30,203
15,4,4,39,0.38277437344377696,4,1.170746289176057,0.3098559772563536,3,1,2155,16.4,30,79
18,5,2,16,0.28433392689075065,2,0.6347105602317252,0.35854953719000365,3,1,2255,16,30,211
16,3,2,48,0.8749498857991637,1,1.2326396070782324,0.5555714724860328,3,1,2155,16.4,30,79
2,3,4,7,0.17293955059940327,3,1.2078607499891352,0.3737593205691853,5,1,2155,16.4,30,79
19,2,1,39,0.38816103960704884,2,0.5371214808041085,0.3401081633899288,2,1,2234,16.1,30,203
2,5,4,6,0.33470771272823296,4,1.2157824544244662,0.5823862375902324,4,1,2457.5,16.4,30.0,276
22,3,4,10,0.8388022038835894,1,1.2568854562962992,0.4876527660358069,4,1,2155,16.4,30,79
2,2,3,49,0.8747370442428232,2,0.2410658208519977,0.3072108115188061,5,1,2155,16.4,30,79
4,4,3,42,0.7370841350625265,1,0.6951813659983131,0.6711947339811211,3,1,2265.0,16.0,30.0,216
20,5,2,26,0.8503780867086576,3,0.2711997875134031,0.5452433889380952,2,1,2234,16.1,30,203
21,3,3,27,0.3772694950282922,2,1.3315411312860674,0.36720182482883523,5,1,2155,16.4,30,79
24,4,3,27,0.8203507749287482,2,0.8408620373059141,0.60678374608257,5,1,2385,16.5,30,135
10,5,3,22,0.8493548526542753,4,0.630721084883554,0.5442745474714761,5,1,2265.0,16.0,30.0,216
19,3,1,44,0.7074088033832623,2,0.7727521641860926,0.43781849837415054,2,1,2234,16.1,30,203
24,5,3,49,0.7582585589078663,1,1.3409342792075207,0.562233460257606,2,1,2234,16.1,30,203
25,4,1,39,0.6958946391609225,2,0.28756869316538525,0.31398885013040106,4,1,1985,16.8,30,55
31,3,1,37,0.6873757438183403,3,0.4803085570235849,0.34623871511589804,3,1,2245.5,16.15,30.0,206
28,4,3,24,0.8289261355943974,4,0.5731865831973524,0.6821961371635944,2,1,2234,16.1,30,203
14,2,3,28,0.38936643719785546,1,0.10361050626780595,0.4610082098453533,2,1,2234,16.1,30,203
24,3,2,50,0.18351342711982152,3,0.7621884830416601,0.626878551256939,3,1,2234,16.1,30,203
10,2,4,28,0.8045032127700574,2,1.327765511753388,0.6495764279785817,4,1,2145,16.8,30,141
8,2,1,9,0.45542146183420706,1,0.7693592169452002,0.4626383148383612,5,1,1995,16.8,30,77
8,5,4,15,0.46205117514446203,3,0.9639785942794388,0.5192071516949843,3,1,2223,16,30,195
19,5,1,31,0.65685757957789,2,0.9393405965538604,0.3426756280791823,3,1,2234,16.1,30,203
27,3,1,34,0.8257076375064725,4,1.3803344958273827,0.5614268288724786,3,1,2234,16.1,30,203
3,2,2,50,0.3742055655691021,1,1.1334739844082045,0.5465434419793413,4,1,2265.0,16.0,30.0,216
31,4,1,31,0.7856229360000819,2,1.0485122999750156,0.690448400227239,5,1,2234,16.1,30,203
4,5,1,16,0.7709816029504352,2,0.4202579710361972,0.5036068917498795,4,1,2124,16.4,30,129
23,5,4,20,0.31893326635319075,4,0.29005059113909926,0.5634016949698077,3,1,2155,16.4,30,79
16,5,4,22,0.24575472982822666,2,0.14872811143187464,0.4958531735113825,4,1,1995.0,15.75,30.0,18
5,5,3,42,0.321708672276474,1,0.9011426729487634,0.4710834540802403,5,1,2155,16.4,30,79
27,2,3,37,0.37355951053761327,4,1.3070477037058148,0.6007933589311172,3,1,2265.0,16.0,30.0,216
3,3,3,47,0.6350225887054741,3,0.12928546871703345,0.3182467193420445,3,1,2155,16.4,30,79
13,4,1,22,0.8825431112036005,2,0.2833835812408015,0.4931797262944584,5,1,2155,16.4,30,79
11,3,1,7,0.7426529797778202,1,1.2496437685389419,0.3617393037172281,2,1,2234,16.1,30,203
31,3,4,38,0.40484952957024556,3,0.6908961208246832,0.6148286942385379,5,1,2234,16.1,30,203
30,3,3,21,0.10000856822121769,3,0.36923546044494937,0.31153743524416455,5,1,2155,16.4,30,79
29,2,1,7,0.550617979564035,3,1.0641055604890617,0.5676217149535681,2,1,2234,16.1,30,203
27,4,3,21,0.41119735329903717,4,0.11703604437921843,0.46366369185987943,2,1,2234,16.1,30,203
6,3,2,23,0.40282175689789945,3,0.3656064834981645,0.6273075212021646,5,1,2155,16.4,30,79
5,2,2,16,0.8966915755831332,1,0.7316268250371921,0.5471404274990634,3,1,2155,16.4,30,79
13,2,3,15,0.33451090188705257,2,0.6692122084998543,0.4912789497197808,3,1,2234,16.1,30,203
29,5,2,16,0.8931254082911243,2,0.566980213926179,0.47363894802938666,2,1,2155,16.4,30,79
10,2,1,16,0.29958427126899534,1,0.8043138166545674,0.5403738270275257,3,1,2234,16.1,30,203
7,4,1,15,0.42246247414446714,1,0.9074149462470065,0.6480562199932595,2,1,2234,16.1,30,203
10,5,4,19,0.29481445025775416,2,0.36250113062768763,0.39159945310483857,2,1,2234,16.1,30,203
2,5,3,18,0.5788553172612252,1,0.37995922319692954,0.45986632699534324,2,1,2234,16.1,30,203
31,2,3,12,0.6994099713194842,3,0.4536044007713069,0.39614595451112206,4,1,2155,16.4,30,79
13,5,3,28,0.3018331794106384,4,0.6276405588780624,0.6635835036695227,4,1,2234,16.1,30,203
9,2,3,22,0.7352940775083502,1,1.3938227300950345,0.3043357939561176,2,1,2234,16.1,30,203
14,3,4,10,0.8882229703246769,3,0.14565292036548314,0.5180559694383569,2,1,2155,16.4,30,79
24,5,1,33,0.628361973873166,2,0.11897675821587224,0.35977603360321625,4,1,1995,16.8,30,77
30,2,3,36,0.6205542384897752,4,0.6122897445581195,0.5071985465275223,4,1,2694,15.5,20,359
14,3,1,14,0.5482497037343503,3,0.5430247027165792,0.47722052368181145,5,1,2130,16.2,30,85
27,4,2,18,0.2332566063311945,4,1.3001565323858029,0.4459581312556049,3,1,2375,15.9,30,137
3,2,3,15,0.18814156374799673,4,0.36908248883491834,0.41356979263326044,3,1,2155,16.4,30,79
26,2,1,16,0.2678910797231653,1,0.6863544948232453,0.48085651498154924,3,1,2234,16.1,30,203
9,4,2,18,0.15736154345488762,3,0.8650761309703876,0.36519060182752855,2,1,2234,16.1,30,203
31,4,4,46,0.28521237078914996,3,0.8931370400536799,0.6685109610285838,3,1,2234,16.1,30,203
27,2,3,13,0.4521243086762966,2,0.6652226948547273,0.5127538129333792,2,1,2234,16.1,30,203
30,5,2,8,0.26655666229506136,3,0.4832236360244121,0.6079869222201288,4,1,2250.0,15.75,30.0,116
9,3,1,45,0.8238185724686827,4,0.2620126442564007,0.31808469310157644,4,1,2265.0,16.0,30.0,216
31,2,1,31,0.6296352457694516,2,0.7179029522533396,0.3158341104125154,4,1,2360.0,16.4,30.0,242
6,4,3,15,0.1697385487912758,3,1.3247128568346431,0.36239135320402127,4,1,2578.5,16.0,30.0,312
2,2,3,40,0.2275816138130729,2,1.370151199130611,0.34823704708984143,4,1,2635.0,15.8,20.0,336
24,4,1,46,0.3198751173333143,4,0.8477580438243737,0.3249791482865159,3,1,2234,16.1,30,203
30,5,1,42,0.19841840711367392,3,1.2101376970870867,0.43691225543432033,3,1,2234,16.1,30,203
30,4,4,41,0.43376103144066447,2,1.058020209268089,0.46773448429937603,4,1,1990,19,30,25
8,4,3,46,0.29412331904346833,2,1.3134004479150516,0.6591861045723606,5,1,2234,16.1,30,203
1,2,1,13,0.7438003108041371,4,0.4300091380395401,0.4741370667825327,2,1,2234,16.1,30,203
22,4,3,32,0.6166881660504278,2,0.4038962550810772,0.6785490883810656,3,1,2234,16.1,30,203
12,3,4,24,0.2390500574558633,4,0.15092257997257316,0.5049591576652961,2,1,2234,16.1,30,203
19,3,2,48,0.24889621363963457,2,0.47404800721765417,0.3445286383871281,4,1,2217.0,16.65,30.0,188
13,2,3,9,0.7742975534932491,2,0.2907551010406706,0.4735739003373445,5,1,2385,16.5,30,135
18,2,2,11,0.30870615965496206,3,1.3022795101910598,0.5461217085149066,3,1,2265.0,16.0,30.0,216
24,4,3,45,0.291835087724697,1,1.4901103516829304,0.4940208947960843,4,1,2155,16.4,30,79
29,4,1,24,0.6501442417568122,1,1.4740417232706344,0.6747030195923861,2,1,2234,16.1,30,203
10,2,3,38,0.5185803075005315,3,0.8788965581180077,0.404743157329744,5,1,2189,16,30,173
22,4,3,23,0.40079990889035433,4,0.5944423579272253,0.6838986952160225,3,1,2234,16.1,30,203
13,4,3,35,0.16380606149889115,4,1.357871761209762,0.5605209964136886,3,1,2605,16.4,30,183
27,5,1,26,0.12822715449654593,2,0.8391667434765542,0.5789905498501566,2,1,2234,16.1,30,203
9,3,3,19,0.6322423992582505,2,0.3761245668970974,0.4405477736033577,4,1,2155,16.4,30,79
26,2,3,38,0.4588096644954297,1,0.8265032678588953,0.49017734190705664,2,1,2234,16.1,30,203
26,5,4,48,0.8793452435589068,1,0.9131279332286923,0.4157843067823097,5,1,2155,16.4,30,79
7,3,4,14,0.5839194663795872,4,0.7980174107599847,0.45733049998985076,5,1,2220,16,30,191
24,3,2,45,0.381863749940731,3,0.633920508703648,0.46492186067667074,4,1,2155,16.4,30,79
15,5,4,31,0.8482112275657213,3,1.096850222391526,0.3351702768126847,5,1,2155,16.4,30,79
10,3,2,45,0.23637148635498148,1,0.7852455801432138,0.4887419613137821,4,1,2171,16,30,87
24,4,3,40,0.7178289066003848,1,0.27253186840897203,0.5934894042244139,2,1,2234,16.1,30,203
1,5,2,33,0.3152305346025173,4,0.11440970275071294,0.34238168254002316,2,1,2234,16.1,30,203
17,3,4,34,0.45756978921803326,3,1.4737827986954997,0.4660744742847571,2,1,2234,16.1,30,203
10,3,2,17,0.35734711110986583,1,0.7737215728904421,0.5368207103554004,5,1,2288,15.5,30,79
1,5,4,28,0.20208297227614153,4,0.8877525723060732,0.3285121483151531,2,1,2234,16.1,30,203
5,4,2,34,0.6049724670337524,4,1.480714086745511,0.46111553252682436,2,1,2234,16.1,30,203
18,2,1,44,0.6937392607571321,1,0.10053715418382299,0.3969448832463901,4,1,2188,16.7,30,167
20,4,2,40,0.7650952927690883,3,1.023632865109789,0.6448870839038721,5,1,1995.0,15.9,30.0,28
16,4,4,32,0.4437128567438533,4,0.16440600228860913,0.30508745948029664,2,1,2234,16.1,30,203
16,2,4,32,0.6229121295764017,3,1.136233682696684,0.5332758514266667,4,1,2155,16.4,30,79
8,5,3,26,0.11135081821148898,2,0.8315992221864412,0.5151956605791497,5,1,2155,16.4,30,79
22,4,4,15,0.3479509272085056,1,1.046031137916942,0.329572705358677,5,1,2135,16.4,30,75
11,4,1,41,0.12833570788139648,3,0.41460109115233335,0.4718850399393554,3,1,2234,16.1,30,203
5,4,4,6,0.5656241341523306,4,0.8113146061077755,0.5492424614686886,5,1,2155,16.4,30,79
19,4,4,48,0.5300237564167913,2,0.27916086946368285,0.5458622473661419,5,1,2155,16.4,30,79
17,3,2,40,0.5082658769250145,3,0.6323001612923219,0.6198450836932972,4,1,2155,16.4,30,79
11,5,1,7,0.6152945665841403,1,1.4853580408538833,0.6405660276050735,5,1,2234,16.1,30,203
28,4,1,23,0.12511337590537552,3,1.296965270122498,0.40724374646794576,2,1,2234,16.1,30,203
25,2,3,31,0.8660341781379362,1,1.0511920807083652,0.6043437941076977,4,1,2155,16.4,30,79
12,3,2,33,0.3057987108466864,1,0.13158983704165164,0.37477960449305087,2,1,2234,16.1,30,203
21,3,1,28,0.624106232755881,4,0.5758577245596099,0.47987479669842636,5,1,2300,16,30,171
3,2,4,29,0.7742383823632132,4,1.3998753822601224,0.5766546319346562,2,1,2234,16.1,30,203
30,2,1,45,0.18507214594451205,2,0.13658024852100822,0.5439830426539111,3,1,2234,16.1,30,203
24,2,1,6,0.7051659712199537,1,0.23640856039650163,0.3739450185081953,3,1,2234,16.1,30,203
8,5,2,19,0.41020746461751556,2,0.9833827665208709,0.5434153739194989,2,1,2234,16.1,30,203
22,2,2,21,0.35280042219200625,3,0.2681119065865386,0.5217586004886119,4,1,2697.0,15.5,20.0,360
15,2,1,31,0.8661111090879325,4,0.7978128347765971,0.4755933969615238,4,1,2155,16.4,30,79
21,4,4,10,0.4698535390536662,1,1.0082314048600636,0.4147388955449358,2,1,2234,16.1,30,203
12,3,2,28,0.4311723080822397,2,0.9274647798321087,0.4616642495020134,4,1,2070,16.4,30,109
14,2,2,36,0.3043628471866312,1,0.2668097172321404,0.5627631281064964,5,1,2490,16.2,30,285
11,2,1,28,0.5622602664418613,2,1.1180103486728032,0.45037234555979555,3,1,2234,16.1,30,203
16,4,1,10,0.288250298753755,2,0.9138587537685454,0.4756102588128961,4,1,1995,16.8,30,77
13,4,2,43,0.10996539209322878,3,0.17038166028230334,0.663509762649195,3,1,2234,16.1,30,203
18,4,3,14,0.30756852207703334,3,0.6285408456744782,0.5413196016947078,2,1,2234,16.1,30,203
25,3,3,16,0.704471371241879,3,0.1536390226142171,0.3776301258892831,3,1,2234,16.1,30,203
7,3,2,45,0.6686433708582717,3,1.253889150562093,0.6738289271415063,5,1,2234,16.1,30,203
17,2,2,31,0.15992582100430736,3,0.2355462685427122,0.3822346784291444,3,1,2234,16.1,30,203
20,5,1,8,0.14657303664200347,3,0.8725016949903438,0.5573920057979289,4,1,2234,16.1,30,203
6,3,2,12,0.572082560228999,3,0.9667039620786307,0.33280917015933026,4,1,2163.0,16.4,30.0,58
9,5,1,49,0.8758164870109972,3,0.560410768905353,0.39744640393984787,5,1,2155,16.4,30,79
2,3,2,22,0.19920299592508003,4,0.8523115583750269,0.5051478365734192,4,1,2155,16.4,30,79
17,4,4,7,0.7795677543615037,4,0.8512390362067264,0.5637172593263958,5,1,2159.0,16.2,30.0,162
28,4,4,35,0.7649825691001023,3,0.8476510932579944,0.36942408862517095,5,1,2254.5,15.8,30.0,118
3,3,3,40,0.4228884079271461,2,1.210607151484689,0.5684951541223258,5,1,2155,16.4,30,79
6,4,4,36,0.7388538089822143,3,1.4503032480554314,0.5161770045866002,3,1,2155,16.4,30,79
11,3,1,20,0.3476635132523267,3,0.29368480806523545,0.4868437375210698,2,1,2234,16.1,30,203
14,3,3,49,0.7133493794109717,4,1.3992420528862086,0.6175027896708124,3,1,2155,16.4,30,79
7,3,2,24,0.6131665084228526,3,1.4923979452530143,0.37371085782152264,5,1,2360.0,16.4,30.0,242
21,5,4,42,0.32319477182319345,4,1.0614185837570507,0.41421529323841194,5,1,2275.0,16.5,30.0,116
23,2,4,7,0.3572780240993162,2,1.25236723099611,0.659779849937322,5,1,2234,16.1,30,203
26,2,1,43,0.5278056867951684,2,1.2102745478996813,0.5719952967386164,3,1,2234,16.1,30,203
5,5,3,28,0.7937148118259352,4,1.489234711970122,0.30483536450755566,3,1,2234,16.1,30,203
15,4,3,11,0.37411942889167615,4,0.5667185393128299,0.5545310175727296,3,1,2155,16.4,30,79
25,4,1,11,0.5968797935190192,4,0.588103530994412,0.6247956451378367,3,1,2234,16.1,30,203
13,3,4,37,0.5947801611160121,3,0.5856405012036094,0.6951783636738426,3,1,2234,16.1,30,203
25,3,3,43,0.32106267820126977,1,1.0642706953900198,0.6054513532296759,2,1,2234,16.1,30,203
4,2,4,29,0.3914947968049661,2,1.324127566856002,0.5358497697458562,2,1,2265.0,16.0,30.0,216
14,4,2,34,0.7157240650606046,2,1.1061789048799253,0.3349490622989371,5,1,2155,16.4,30,79
1,2,3,42,0.5192363044384591,3,1.1082210985280987,0.5260127152857133,2,1,2234,16.1,30,203
1,5,1,45,0.43592043464957253,1,0.7721090608733494,0.6990880008899998,5,1,2234,16.1,30,203
9,3,3,45,0.25794778162623067,2,1.2451523923344843,0.4557083286931075,4,1,2155,16.4,30,79
21,2,2,37,0.36392182911944315,1,0.10335279986002595,0.5575516808152579,4,1,2155,16.4,30,79
22,2,4,27,0.768558126672098,3,0.5828023665407113,0.5297835427201769,4,1,2228,15.8,30,121
18,5,1,21,0.8513903619466089,2,0.15708079166250274,0.5642995284036789,2,1,2234,16.1,30,203
14,5,1,26,0.8447909207134665,2,0.34302397772317206,0.5611252901103765,2,1,2234,16.1,30,203
3,3,2,45,0.6318673778893926,3,0.9061434579039619,0.49011176901693476,5,1,2155,16.4,30,79
29,2,4,28,0.3213938591362034,4,1.4151629847367557,0.6880915287007587,5,1,2234,16.1,30,203
25,5,1,20,0.6094774495313854,2,1.0861274584699736,0.6562978247955512,3,1,2234,16.1,30,203
20,5,1,41,0.5765250241021116,2,1.2424877077576741,0.381222879465433,5,1,2219.5,16.05,30.0,190
1,5,2,40,0.7670387499147239,3,1.3292578818386576,0.6588705599646125,5,1,2234,16.1,30,203
6,4,1,16,0.4066783142275944,2,0.32871769550485896,0.5618991407016216,3,1,2234,16.1,30,203
2,2,1,16,0.5190230336774218,2,1.45692178562082,0.32842832231859964,4,1,2217.0,16.65,30.0,188
1,3,1,26,0.3857330157962886,4,0.4523628982496306,0.6223539102049971,5,1,2234,16.1,30,203
16,4,2,44,0.7435211478023829,2,0.6509119235924032,0.641844257499107,4,1,2155,16.4,30,79
29,2,2,18,0.8289987842564205,4,1.3959777165851026,0.559379229667126,4,1,2250.0,15.75,30.0,116
4,2,4,20,0.8849217937648465,3,1.1102511940502098,0.35172047552220687,4,1,2155,16.4,30,79
14,2,3,35,0.608385673092136,3,0.9591020149818211,0.621639563224117,4,1,2045,16.5,30,97
28,5,3,35,0.2900011658140049,1,0.6746970849735203,0.6889944005581647,3,1,2264,16,30,213
6,4,2,19,0.6443311144907462,1,0.8039198186368536,0.47942902244019325,4,1,2155,16.4,30,79
4,3,2,48,0.6626844853832007,4,0.30501414984746567,0.4280116951297339,3,1,2155,16.4,30,79
6,2,1,32,0.6743438522059682,3,1.212912068567648,0.4885096788819471,5,1,2245.5,16.15,30.0,206
17,3,4,24,0.6728868991430385,3,0.23649616352038919,0.5985172393245952,5,1,2155,16.4,30,79
30,3,1,7,0.2110306991370007,1,0.13541942613222027,0.6696311212610386,2,1,2234,16.1,30,203
1,2,4,34,0.898369221167097,4,0.8848391418216658,0.32543192719674413,4,1,2155,16.4,30,79
9,4,2,16,0.42505119347414955,4,1.0182008137908944,0.6290752423858053,2,1,2234,16.1,30,203
26,2,1,37,0.8842113483291729,1,0.35516846520155543,0.49222864728683136,5,1,2155,16.4,30,79
31,5,4,15,0.8705091033051701,4,0.4796424060993626,0.6320964410107952,3,1,2155,16.4,30,79
10,2,2,38,0.5443888675900452,1,0.7888296793068345,0.4773826344997794,2,1,2234,16.1,30,203
7,2,1,7,0.47826930045481475,2,0.8342436408416424,0.5327574397655813,5,1,1995,16.8,30,77
27,2,4,49,0.5074801287635665,3,0.5968031494693427,0.6411296033235853,4,1,2155,16.4,30,79
13,5,1,20,0.3605683351587623,2,0.1982528468973677,0.5337532864153594,3,1,2234,16.1,30,203
16,5,1,50,0.6715335225378692,2,0.17965107214635664,0.6762281124374806,5,1,2234,16.1,30,203
7,2,2,42,0.4409563641976795,1,1.3625286647314763,0.4766813601305092,4,1,2188,16.7,30,167
30,4,2,34,0.21907417452254752,3,1.0118002697634332,0.4615423525036415,5,1,2697.0,15.5,20.0,360
16,4,4,40,0.5428813764843539,2,0.5795647517107577,0.5928318445312725,5,1,2234,16.1,30,203
25,2,3,36,0.1260648974386137,4,0.4995571221168319,0.6543319168571533,3,1,2155,16.4,30,79
17,5,3,47,0.24611577401036372,4,1.1673336461527635,0.6713555091187668,2,1,2234,16.1,30,203
11,5,2,12,0.3332030715787986,3,0.3872640691686148,0.3585869455696757,5,1,2265,16,30,63
27,5,3,6,0.6010124063150044,2,1.4180310259431697,0.6254133147631137,2,1,2234,16.1,30,203
28,2,2,30,0.4784922734430257,4,1.2091074213674697,0.5324591239710821,3,1,2605,16.4,30,183
3,4,3,7,0.5138853856716097,2,0.9270202228297114,0.4441098600347662,2,1,2234,16.1,30,203
30,2,2,24,0.4779652897144445,3,0.70023820740971,0.547373433798004,5,1,2234,16.1,30,203
3,3,1,39,0.15161452914064422,3,1.3050480682487404,0.37965581601878684,4,1,2250.0,15.75,30.0,116
31,2,1,33,0.31816326953093776,2,1.4263658442850609,0.6441319161411628,5,1,2234,16.1,30,203
15,2,3,39,0.6513728688215109,1,0.6636688531271494,0.5770166396532532,3,1,2155,16.4,30,79
12,3,2,41,0.5455827869478348,1,1.0408779112948183,0.482521310696833,4,1,2155,16.4,30,79
15,2,4,35,0.10526848582545814,4,0.2664130498804682,0.6757532585794876,3,1,2234,16.1,30,203
21,3,4,25,0.34766220274108894,3,1.3724223955488917,0.4917549607720243,4,1,2155,16.4,30,79
12,5,3,10,0.7010085728378658,2,1.1712537347489602,0.3688320762800623,4,1,2155,16.4,30,79
22,4,1,16,0.4000789795828116,2,1.4993807988204901,0.3286601796918252,2,1,2245.5,16.15,30.0,206
7,5,3,40,0.1546793291979542,2,0.6727088992884799,0.5481193791557205,2,1,2234,16.1,30,203
10,2,2,12,0.561114120370212,4,0.7834497898632042,0.3371970072866719,3,1,2234,16.1,30,203
17,4,2,37,0.10481817235144586,3,0.2451499221293591,0.536519523512667,4,1,1974.0,20.75,30.0,14
13,2,2,41,0.23635515491060702,3,0.622675083178416,0.6552136490051604,2,1,2234,16.1,30,203
8,5,1,33,0.3095342506114265,3,0.5973947485575223,0.5610728258451465,3,1,2234,16.1,30,203
8,2,4,42,0.3586408487033358,1,0.7327872910216892,0.3703808672226,4,1,2155,16.4,30,79
28,4,2,15,0.6603036056923504,1,0.40445387085264006,0.34722838836908065,4,1,2155,16.4,30,79
30,5,1,18,0.8110883403209095,2,0.9017243062650846,0.6073617565663856,3,1,2234,16.1,30,203
15,2,1,18,0.223835442912607,1,0.31310804571600503,0.4670310350862006,5,1,1995,16.8,30,77
31,3,3,14,0.1270129903703853,3,1.397839672472654,0.4457635470988762,2,1,2234,16.1,30,203
6,4,2,49,0.7010132758369493,1,0.20182837242134188,0.5714813832997327,5,1,2155,16.4,30,79
14,4,1,49,0.8823840989206457,1,0.45426095684774215,0.38802707294617095,3,1,2155,16.4,30,79
17,2,4,31,0.44067004432706924,4,0.3567485201824603,0.6649614131931294,3,1,2234,16.1,30,203
8,2,3,35,0.14691137057131068,1,0.6138349404670445,0.4684098518634203,3,1,2234,16.1,30,203
7,3,3,48,0.8994761277733376,3,0.899914871953987,0.3671959853331639,5,1,2155,16.4,30,79
30,2,2,7,0.8021475904733671,3,1.2719193394635109,0.6544697787267348,5,1,2335,16,30,133
29,2,3,14,0.2328498712060262,3,1.0421727666543978,0.6468246186982891,5,1,2155,16.4,30,79
11,2,3,14,0.21921639925640435,2,0.4033697728217114,0.348827489256131,5,1,2155,16.4,30,79
24,3,2,13,0.24336900857153954,2,1.3064559306588726,0.5271435727988962,2,1,2288,16,30,225
13,3,3,46,0.22348960353488653,2,0.9648284569688472,0.6271589722431342,3,1,2155,16.4,30,79
14,3,1,48,0.5615470259008624,4,0.726571741977381,0.4880417106252606,5,1,2058.0,16.5,30.0,104
11,2,4,49,0.6294002092059077,4,0.9269980970699973,0.4401914815385597,4,1,2155,16.4,30,79
16,4,1,37,0.35208122104148987,3,1.321865167523786,0.3899653453800283,2,1,2234,16.1,30,203
