structure,max_depth,score_support,min_samples_split,min_bin_exp,d,cohen,random_proj_exp,random_proj_depth,Weight-,Acceleration+,Mpg+,N+
30,3,4,14,0.65379453710427,4,0.400016855363045,0.424965038366235,3,2155,16.4,30,79
9,4,3,27,0.381898679188999,2,0.84599456565652,0.389383005662559,5,2155,16.4,30,79
10,5,3,22,0.548754134292635,1,0.425704922993803,0.403008115765602,5,2079.5,17.25,30,34
19,3,3,19,0.492299415356592,1,1.23234960749672,0.312492924490627,2,2234,16.1,30,203
18,5,2,21,0.56006079078509,4,0.857550368069988,0.304450496982772,3,2155,16.4,30,79
18,3,4,46,0.276541728106277,4,0.466012165064748,0.530484761219053,5,2155,16.4,30,79
11,2,4,16,0.455813750995737,3,0.951262101676223,0.311328266656287,2,2234,16.1,30,203
17,4,2,6,0.241364700327872,2,0.255938043354083,0.60075781598459,3,1974,20.75,30,14
21,2,1,33,0.614095972530899,4,0.604825907122876,0.44398328543795,2,2234,16.1,30,203
12,2,4,11,0.826846715408231,2,0.689181654034258,0.346179040251852,4,2255,16,30,211
25,5,3,45,0.121738349886124,4,0.58042518483022,0.511939376505962,4,2217,16.5,30,146
3,2,3,36,0.248557795296352,1,0.347110527167594,0.527540244599526,4,2155,16.4,30,79
19,5,1,28,0.606988601354843,2,0.878661296412898,0.56524990164323,3,2234,16.1,30,203
11,3,3,26,0.482314454926755,2,0.105286285508125,0.402501186022194,4,2265,16.5,30,214
17,4,3,18,0.661564415153065,4,0.218952665695964,0.436337179522897,3,2234,16.1,30,203
13,5,3,43,0.434466487481757,3,0.362544412018587,0.67954513507981,2,2234,16.1,30,203
28,2,3,38,0.567158933174215,4,1.34300522191649,0.642587574117682,3,2234,16.1,30,203
19,3,3,27,0.459436218940729,1,0.288076841640735,0.520175835725587,5,2190,15.8,30,111
1,4,3,13,0.193514278073385,2,0.602573340071204,0.584792059049022,2,2234,16.1,30,203
25,5,1,12,0.423570744878526,2,0.605896015415377,0.365514810829997,2,2234,16.1,30,203
24,4,1,48,0.38505964996887,2,0.192640410042818,0.472018382507054,3,2234,16.1,30,203
24,3,3,11,0.456501693288325,4,0.951121536600304,0.646081483415423,4,2220,16.05,30,192
7,5,2,36,0.742782301789134,1,1.21109788004643,0.627338704970005,3,2234,16.1,30,203
24,3,1,47,0.248932691722928,2,0.357849593306332,0.385947617903626,5,2025,16.2,30,55
24,4,4,20,0.238585361632231,1,0.581859949954507,0.606164332088011,3,2234,16.1,30,203
18,5,3,50,0.591986963033908,2,0.366763138215648,0.641259957397538,3,2155,16.4,30,79
16,5,2,27,0.478913231046795,2,0.730985778565333,0.387406208123768,2,2234,16.1,30,203
7,3,4,39,0.732778970778229,3,1.34368511090572,0.456958115349162,2,2234,16.1,30,203
9,2,4,29,0.622467895551872,1,1.45338022812428,0.672661435391695,2,2234,16.1,30,203
19,3,3,7,0.289086542533852,1,1.3898279929883,0.303215183649686,5,2155,16.4,30,79
5,2,4,17,0.127815759787817,4,0.320013620172739,0.538795411138556,2,2234,16.1,30,203
7,3,2,22,0.378419761519372,3,0.495798409141729,0.557431149605432,4,2080,16.45,30,114
14,3,3,14,0.337913430036618,4,0.463079998191519,0.387651366069107,5,2155,16.4,30,79
25,5,3,9,0.245333980981371,4,1.45899894470439,0.510643971689508,3,2155,16.4,30,79
28,4,1,39,0.417592506369532,1,1.45026883832156,0.652058049906124,2,2234,16.1,30,203
14,3,1,38,0.543726734795647,4,0.590386412819437,0.515200948993646,4,2070,16.4,30,109
10,4,3,31,0.668862514076077,2,1.15861675086672,0.514340061498747,5,2130,16.4,30,144
30,4,2,11,0.628962395325206,3,0.715395119220962,0.633497919319485,3,2398,16.5,30,140
27,2,2,41,0.812271561916911,2,1.02217674185224,0.342771349170028,5,2155,16.4,30,79
23,2,2,10,0.389387804229145,4,0.356842590990295,0.664661266176502,2,2234,16.1,30,203
5,4,3,36,0.766477664710755,4,0.861858315018134,0.618421726470152,3,1995,16.2,30,32
17,2,2,14,0.221009006980985,1,0.895155730400655,0.561701590335414,3,2155,16.4,30,79
4,4,2,38,0.280116188717901,4,0.506503434750766,0.667636734434099,5,2234,16.1,30,203
6,5,3,44,0.788662503547971,4,1.06726818921772,0.632070811659216,4,2385,16.5,30,135
12,4,1,21,0.795989324963275,1,0.614534482539178,0.502979949586243,2,2234,16.1,30,203
13,5,2,23,0.373198705405892,4,1.13472256384444,0.561370713103616,2,2234,16.1,30,203
27,5,2,12,0.380782532312219,4,0.953998038383185,0.460595808391167,3,2250,15.75,30,116
2,2,3,36,0.560752094704631,2,1.42507955774244,0.522051804475581,5,2155,16.4,30,79
26,2,1,14,0.490914171239337,4,1.39416928292262,0.570428431559783,4,2080,16.45,30,114
10,4,2,46,0.281154717183325,4,0.971827620572557,0.689214246315544,4,2234,16.1,30,203
11,2,4,40,0.460493728318661,2,1.0368416036413,0.379078257855514,5,2155,16.4,30,79
13,4,1,44,0.129677924886451,2,0.79264196037337,0.58729199914836,3,2234,16.1,30,203
28,4,1,18,0.520793950752124,3,1.45383487279065,0.409965022638986,2,2234,16.1,30,203
25,3,3,9,0.153198371667849,1,0.427374143673584,0.585068007184605,3,2155,16.4,30,79
12,4,2,36,0.691645146713727,4,0.2594684048667,0.392600297996335,2,2234,16.1,30,203
11,2,3,27,0.459496132075081,4,1.46496425331553,0.307244087497615,3,2155,16.4,30,79
13,2,1,45,0.82675971724293,4,0.683504035740904,0.664371662904962,2,2234,16.1,30,203
2,4,3,38,0.135895790621909,3,1.38989776995503,0.554946691806774,4,2155,16.4,30,79
5,2,4,42,0.436499961894007,3,1.43503277881823,0.326018164553728,4,2155,16.4,30,79
7,2,3,9,0.397661043767101,3,0.998328503743429,0.478036960383697,4,2155,16.4,30,79
4,5,1,6,0.77755979035212,2,1.47026362761512,0.592548532785984,4,2234,16.1,30,203
30,3,2,39,0.879969268998257,1,0.861836658791193,0.69738959197938,5,2155,16.4,30,79
27,5,3,21,0.265854294921579,2,1.03755751112057,0.461146082575682,5,2665,15.7,20,347
30,5,2,48,0.787530242306187,3,0.253696342001703,0.328425589283014,5,2058,16.5,30,104
16,2,2,14,0.504400126984051,3,1.06407928926211,0.684084870199172,3,2234,16.1,30,203
20,4,1,31,0.745200464861841,3,1.25927282852363,0.354783288230572,2,2234,16.1,30,203
24,2,1,42,0.340844783870231,4,1.423567449676,0.519574169237469,3,2234,16.1,30,203
18,4,1,7,0.266058185579014,3,0.375002968058966,0.369664639726384,4,2234,16.1,30,203
20,3,2,30,0.289039508800805,2,0.702517945856133,0.593360619682893,4,2155,16.4,30,79
23,5,1,11,0.292867408189787,4,0.887099196240881,0.317776782346145,5,2223,15.9,30,151
23,3,3,29,0.30094584385453,1,0.827872975868797,0.36579999287572,5,2155,16.4,30,79
15,4,1,35,0.896699465143112,3,0.870642496633628,0.339342577745404,2,2155,16.4,30,79
22,2,1,35,0.181227689512104,3,1.11304969028627,0.419494273212261,5,2155,16.4,30,79
6,5,2,31,0.801282983205678,2,0.791898529850538,0.380289109116442,2,2234,16.1,30,203
27,3,2,40,0.362742448487503,1,0.854376272306702,0.619712247776611,4,2155,16.4,30,79
26,2,3,17,0.779707198510597,4,1.09999940968673,0.367826773571507,3,2155,16.4,30,79
20,2,1,48,0.196047657325008,3,0.858912428609679,0.444143560001395,2,2234,16.1,30,203
15,4,2,31,0.266416517827962,1,1.34713323122886,0.589703443736544,2,2234,16.1,30,203
6,3,2,12,0.214497685052685,1,0.555738896976081,0.482456026931514,5,2155,16.4,30,79
21,5,2,48,0.605038336102838,1,1.14374745816861,0.319295720382144,3,2155,16.4,30,79
5,4,1,33,0.223271704631291,2,1.28408595858029,0.684339086794274,5,2234,16.1,30,203
21,4,1,9,0.186671373647362,2,0.945988001176267,0.315384934923617,3,2234,16.1,30,203
8,2,1,23,0.671488317311477,1,0.242932156330644,0.479875159373329,5,1985,16.8,30,55
19,5,4,11,0.79064350730715,3,0.817895977405772,0.338566055570565,5,2058,16.5,30,104
24,3,3,12,0.259760485362833,1,0.332438370025187,0.424165993225031,2,2234,16.1,30,203
4,3,2,37,0.52334338830689,1,0.371610004829241,0.568178873610376,5,2234,16.1,30,203
23,3,1,45,0.425230192572747,1,0.853917332349529,0.520207791017141,5,1995,16.8,30,77
7,2,4,31,0.83812939775475,2,0.396141743585328,0.448336302865143,2,2234,16.1,30,203
15,3,3,30,0.278911822989062,3,0.884258099717713,0.448158997158307,3,2670,16.1,25,210
28,2,3,28,0.776853799560115,3,1.30395566753644,0.467964511157426,4,2130,16.4,30,144
23,2,2,10,0.43383043785163,4,1.42979354982675,0.419581848486504,3,2155,16.4,30,79
8,4,1,13,0.337613465189455,2,1.18205290710566,0.388629629946925,3,2234,16.1,30,203
25,4,4,33,0.146209787291395,1,1.42516828081949,0.343819884473046,4,2665,15.7,20,347
9,4,3,36,0.445782380075942,2,0.106431495861236,0.67787668542799,4,2234,16.1,30,203
1,5,2,32,0.164898963100469,1,1.35735131533846,0.591189220032827,4,2085,16.5,30,115
26,5,4,7,0.639341998009005,1,0.44840177419612,0.548679697204973,5,2042.5,19.7,30,18
16,3,2,9,0.447240501404689,3,0.690690803144238,0.431945140464464,2,2234,16.1,30,203
7,3,2,34,0.307446581175171,4,1.25066679856908,0.582429892141865,3,2265,16,30,216
29,5,2,9,0.397009321627937,3,1.35851060179036,0.64580873323196,5,2234,16.1,30,203
19,2,4,17,0.601144947501555,2,1.0472358880919,0.375428257244319,3,2239.5,16.15,30,204
16,3,1,50,0.404182161881137,3,1.30886630473124,0.58820817845436,2,2234,16.1,30,203
22,5,1,44,0.639216180894194,3,0.583649800099718,0.388507246544309,3,2234,16.1,30,203
21,4,1,16,0.337656239713826,1,1.12964571947592,0.521732650717465,3,2234,16.1,30,203
9,3,4,19,0.702477529256915,4,0.392138602217463,0.528550695277149,4,2037,17.25,30,30
25,2,4,33,0.228348337532954,1,0.174616565228998,0.645889603307853,4,2335,16,30,133
20,2,2,8,0.596174569907938,2,1.31359128602549,0.652080210173653,4,2335,16,30,133
5,4,1,6,0.29171879119633,3,0.964544342147221,0.318718977368911,4,2220,16,30,191
10,2,4,24,0.813390260520434,3,1.38448404711156,0.567231336588897,3,2234,16.1,30,203
8,3,1,25,0.545907218489851,3,1.46015184197888,0.548203049116222,2,2234,16.1,30,203
11,4,2,38,0.447076802500449,4,1.07127756582598,0.615389089082599,4,2155,16.4,30,79
20,5,1,47,0.212569134929652,3,0.197358194832892,0.486929757285922,5,2226,15.7,30,133
29,2,1,11,0.705333135619557,3,1.32655257149991,0.63697660221754,4,2234,16.1,30,203
21,2,1,18,0.549319676562562,1,1.29410150415371,0.514351240375746,3,2234,16.1,30,203
13,4,4,16,0.718209531416094,1,0.351312773991857,0.326052077611723,4,2155,16.4,30,79
15,2,2,26,0.879319941231024,1,0.857370536452076,0.552638285912073,2,2155,16.4,30,79
10,2,2,40,0.746812471573514,4,0.774462636642537,0.452002361616587,2,2234,16.1,30,203
9,5,1,15,0.451543122538674,3,1.0620854368774,0.538912902982278,4,2080,16.45,30,114
29,3,2,18,0.101531224512896,1,1.11413086668891,0.639236463956396,5,2155,16.4,30,79
17,3,2,37,0.100963658578899,3,0.158620508884182,0.478798065244525,5,2155,16.4,30,79
7,3,1,40,0.740429785890642,2,0.925425516779128,0.528713640530464,3,2234,16.1,30,203
23,4,2,24,0.289204013915522,4,0.974802681245498,0.366412158674203,3,2155,16.4,30,79
5,4,3,17,0.164796850378639,2,0.345292778100989,0.333561621887381,2,2234,16.1,30,203
30,2,1,35,0.677958074643645,2,0.178915961014916,0.566395537322488,2,2234,16.1,30,203
17,4,1,48,0.890962559651829,3,1.26423354987775,0.569598274308634,2,2155,16.4,30,79
8,4,4,28,0.804414349770901,2,1.16223109816823,0.357055245094658,3,2234,16.1,30,203
8,4,3,41,0.523618459261757,2,1.24191416876916,0.669548629513471,3,2255,16,30,211
20,5,1,35,0.55492786193913,2,0.450390622739366,0.314205278119443,5,2070,16.4,30,109
26,4,4,41,0.312937011159644,2,0.609626858977871,0.331674820986533,5,2125,16.4,30,15
7,2,1,11,0.308272712925149,2,0.577778105071707,0.419654430993719,4,1990,16.1,30,38
18,4,1,22,0.779800145566094,3,0.203000861031013,0.666798938327071,3,2234,16.1,30,203
15,4,4,12,0.162988998174237,3,0.913440415939351,0.354908885858193,4,2672,15.7,20,355
25,5,2,32,0.484429370855309,2,0.788179275028548,0.443945600059551,4,2070,16.6,30,29
3,4,3,30,0.872998731028928,2,0.34577735313252,0.309827204675542,5,2155,16.4,30,79
23,4,1,22,0.115141610248265,3,0.104142434683776,0.374140455666291,4,2135,16.2,30,117
2,5,2,50,0.808466478121377,4,0.811459163758141,0.351644935747172,2,2234,16.1,30,203
20,3,2,25,0.439480741895124,4,0.596476406568999,0.416991789816307,2,2234,16.1,30,203
3,4,4,11,0.796311283360834,3,0.160174995865514,0.377208043811894,3,2385,16.5,30,135
11,4,2,43,0.391261716380621,1,0.487882195702049,0.518944274522683,2,2234,16.1,30,203
1,4,4,43,0.145371654744485,4,0.916241676468362,0.485431428397378,4,2155,16.4,30,79
21,2,3,46,0.302894181191114,4,1.33512137609116,0.617879086439097,4,2278.5,16,30,222
12,2,4,22,0.110619897361875,2,1.23823959400656,0.552686936911005,3,2648,16.4,30,201
3,4,3,33,0.553006563005506,2,1.07516809169264,0.365929265379396,4,2130,16.4,30,144
17,4,2,41,0.827838461580823,2,1.39642259135946,0.509454287556837,3,2155,16.4,30,79
20,3,3,45,0.78160914817012,1,0.631134142072569,0.527449304020796,5,2087,16.5,30,40
20,2,1,23,0.383486937696638,4,1.21961430923762,0.465540701284675,4,2130,16.4,30,144
23,5,4,39,0.495733948174907,2,1.15087573742751,0.463225728065868,3,2155,16.4,30,79
5,2,1,23,0.241894911484635,3,0.601821161094944,0.405678582690482,2,2234,16.1,30,203
11,3,2,45,0.189159026144727,4,0.848059465824046,0.640507916331431,2,2234,16.1,30,203
16,4,3,6,0.897720447998313,4,1.42458613688902,0.387073058833149,4,2155,16.4,30,79
3,2,3,23,0.2317858989303,2,0.959414413800255,0.345939858295099,3,2234,16.1,30,203
31,3,1,17,0.677666450032255,3,0.695353711045869,0.582055084252056,3,2045,16.5,30,95
17,3,2,23,0.246467414004377,1,1.17277094384108,0.407646089873311,4,2155,16.4,30,79
30,5,1,14,0.20269805114145,3,0.303850568965192,0.468934089835436,3,2234,16.1,30,203
6,2,3,16,0.251328233817889,1,0.918248162905277,0.541326553029387,2,2234,16.1,30,203
7,2,1,35,0.251408528474975,1,1.24722728558436,0.605887898634542,2,2234,16.1,30,203
7,3,3,15,0.493358134016582,3,0.372219999072458,0.631771337808181,5,2234,16.1,30,203
14,4,2,38,0.123176156366989,3,0.9060812416363,0.346860350025027,4,2155,16.4,30,79
17,5,4,6,0.298169604593652,1,1.07091891315103,0.319667194710479,5,2155,16.4,30,79
13,3,3,17,0.810484039168862,4,1.37008364193533,0.421187416093856,4,2220,16,30,191
26,2,4,28,0.248126815932565,1,0.641087438812632,0.39412673723798,5,2155,16.4,30,79
10,2,4,20,0.474835119260607,2,1.14099646165362,0.381603178171193,4,2155,16.4,30,79
29,2,2,14,0.510548496713198,3,1.39644460359845,0.654824903691639,2,2234,16.1,30,203
19,5,4,19,0.130635518855792,3,0.182766828739046,0.500133143540642,3,1995,15.9,30,28
11,3,2,12,0.6830013027477,2,0.28637317131222,0.436342745910307,2,2234,16.1,30,203
28,3,2,16,0.34888289102439,1,0.513031290250908,0.60047006713022,4,2217,16,30,188
15,5,4,44,0.226259916325142,3,0.304555421906558,0.367891774502408,5,2155,16.4,30,79
1,4,3,27,0.253775481813935,3,0.366227459590982,0.495060626156051,3,2155,16.4,30,79
25,5,1,29,0.109950473411747,2,0.540788312127787,0.397070311951785,5,1995,16.8,30,77
4,2,4,22,0.73356259290213,3,0.266613347132698,0.401849392154914,3,2234,16.1,30,203
15,2,2,39,0.658000787969263,1,1.03668431554499,0.438907101812663,4,2665,15.7,20,347
22,4,3,38,0.831813251266276,4,0.863900403908383,0.342794999779014,3,2155,16.4,30,79
1,3,4,25,0.759670418637159,3,0.267609377701081,0.667166280437667,2,2234,16.1,30,203
16,4,2,18,0.628692671659725,4,0.254552882995606,0.488633840672293,2,2234,16.1,30,203
21,2,1,9,0.820968766775013,2,0.303199679832548,0.537475474137818,2,2234,16.1,30,203
6,2,3,7,0.414457721059509,2,0.40907757239669,0.392415574021126,4,2019,17.4,30,85
10,3,4,18,0.462152263607419,4,1.41250037981662,0.552684318615453,5,2155,16.4,30,79
22,2,1,9,0.570568757921625,2,0.281526990364132,0.534114400736522,5,1985,16.8,30,55
13,4,1,22,0.859150169721425,2,1.08774996063928,0.462253077876671,2,2255,16,30,211
24,3,4,8,0.862120996384318,1,0.111396078951248,0.513737174654646,4,2155,16.4,30,79
13,4,1,10,0.463829615741749,3,0.405089184420917,0.390460536559892,4,2246,15.5,30,99
24,3,1,32,0.370400275990443,2,1.01612042186658,0.425893471784033,2,2234,16.1,30,203
26,5,4,44,0.450354716104827,1,1.17730228880916,0.372045533174745,3,2565,16.4,30,169
28,3,2,22,0.846588671520847,2,0.74971113977181,0.651383687512611,4,2265,16,30,216
9,5,3,26,0.376501792069971,4,0.111219593029521,0.618086172085334,3,2155,16.4,30,79
5,2,4,38,0.211471781660118,2,0.854313471569955,0.314202693729794,3,2155,16.4,30,79
20,3,4,15,0.173928463411218,1,1.28391890395462,0.602976459556547,4,2265,16,30,216
15,2,4,24,0.672655652579462,1,1.39247798349824,0.629334116722254,4,2155,16.4,30,79
6,4,1,15,0.215938969966944,4,1.18223471148981,0.631393141363881,3,2234,16.1,30,203
24,3,1,28,0.249606351985236,4,0.1441768064283,0.439349249530098,3,2234,16.1,30,203
24,3,4,11,0.82142865446961,4,0.809780707807725,0.539947893763798,3,2234,16.1,30,203
14,2,2,32,0.474980818923599,4,0.677081824968491,0.629840842272239,3,2155,16.4,30,79
19,5,3,19,0.156076267395353,2,1.1815964795727,0.404999941823116,4,1995,15.9,30,28
29,2,1,17,0.343939080316917,4,1.07436549305044,0.385374086412546,4,2070,16.4,30,109
24,4,3,10,0.273282499217215,2,0.818311083709219,0.428185358544737,4,2155,16.4,30,45
7,2,2,20,0.139706707781783,4,0.635342296395625,0.677984066763168,5,2234,16.1,30,203
30,4,3,28,0.461958118818257,4,1.44094932084005,0.632200174284819,3,2155,16.4,30,79
15,2,1,14,0.483717926227896,4,0.400053147720236,0.553305027166037,4,2234,16.1,30,203
9,3,2,41,0.230700563210585,1,1.44266757560461,0.504797884411565,4,2190,19.6,40,13
20,2,1,7,0.501020803191837,1,1.06997056115544,0.66347032478135,3,2234,16.1,30,203
6,3,1,13,0.499335196298004,3,1.06821726097144,0.668971986102624,2,2234,16.1,30,203
10,5,2,30,0.808195378813498,3,1.09671322135676,0.560355181821659,4,1995,15.9,30,28
3,2,2,11,0.638310226029927,3,0.267701528363843,0.46757712466966,3,2155,16.4,30,79
12,2,1,41,0.612906756527377,1,0.643666595729975,0.582745867479373,3,2234,16.1,30,203
13,2,1,11,0.278702217844019,3,1.04344736463304,0.694246054572262,2,2234,16.1,30,203
9,5,3,48,0.21260160419417,3,1.04754825153783,0.472898209709962,3,2265,16,30,216
7,3,2,6,0.758163421874009,2,0.249591113230381,0.526512166037133,2,2234,16.1,30,203
13,5,4,11,0.601434508780515,3,1.3302818281404,0.401689288288899,5,2254.5,15.8,30,118
30,5,4,47,0.125174742562454,4,0.780080166306565,0.564120418866342,3,2234,16.1,30,203
