structure,Max_depth,Score_support,Min_samples_split,Min_bin_exp,D,Cohen,Random_proj_exp,Random_proj_depth,Weight-,Acceleration+,Mpg+,N+
2,5,2,17,0.198282935236182,3,0.972526228045572,0.393479626918146,4,2228,15.8,30,121
22,2,4,7,0.519177849857312,2,0.997539219468077,0.373168409895337,3,2155,16.4,30,79
23,5,1,32,0.727910739559909,3,0.656286223365286,0.588678826075838,5,2234,16.1,30,203
31,4,1,26,0.556854361348699,2,1.35507217891453,0.657806351226084,4,2234,16.1,30,203
23,4,1,20,0.812473654732032,4,1.22323160558189,0.500547281666499,4,2130,16.4,30,144
24,3,2,46,0.591257799096138,1,0.489382758378426,0.350331738690795,3,2155,16.4,30,79
18,3,3,21,0.803898972335008,4,1.10310684632317,0.322556301146731,4,2239.5,16.15,30,204
9,4,3,16,0.472439326822737,2,0.651139760416019,0.391207837230197,2,2234,16.1,30,203
3,2,4,36,0.155113560054229,2,0.413435748815755,0.471427352884372,5,2457.5,16.4,30,276
10,2,2,7,0.873039825463553,3,0.29338946822299,0.64920662540206,2,2155,16.4,30,79
31,2,2,32,0.761805354226586,1,0.534282476318341,0.614492629847243,5,2250,15.75,30,116
19,4,3,39,0.413690096628387,1,0.338715482478127,0.546718724615533,5,2234,16.1,30,203
11,5,1,24,0.799433151866266,4,1.13863549001535,0.378710457911508,3,2234,16.1,30,203
21,3,3,11,0.325926907258148,4,0.852010423107482,0.569110605728606,2,2234,16.1,30,203
5,3,3,45,0.861223732198253,3,0.373081557188909,0.59584191946135,4,2155,16.4,30,79
29,4,3,40,0.592922720753599,1,0.784273503360714,0.399188136774851,2,2234,16.1,30,203
18,5,4,48,0.766124627674107,1,0.985858290366313,0.35824365431809,4,2070,16.4,30,109
13,3,4,15,0.254496699627588,4,1.3000931251985,0.552103734713844,3,2605,16.4,30,183
16,2,3,19,0.803834146607175,2,1.4336933347988,0.58185826849998,4,2219,15.7,30,101
22,3,4,31,0.401563400383565,3,0.358766613840609,0.533402301279674,2,2234,16.1,30,203
3,5,1,19,0.470858486740249,1,1.10903183059535,0.351955565962852,4,2457.5,16.5,30,154
4,3,4,32,0.138708875986559,1,0.349423014723877,0.668078791806991,3,2234,16.1,30,203
16,3,4,19,0.85066473135079,1,1.13611312735612,0.611415300977963,3,2255,16,30,211
21,2,4,21,0.619301973776752,4,0.182337910062672,0.540601615170331,4,2155,16.4,30,79
10,3,1,32,0.379057605728418,3,0.504871044946514,0.321831103984735,3,2234,16.1,30,203
20,5,1,6,0.897990757316206,1,1.27133429390448,0.59266914018961,3,2155,16.4,30,79
18,2,4,11,0.574878335017244,3,0.346802165997462,0.368696734149873,3,2155,16.4,30,79
29,4,3,25,0.688837654754909,4,0.204339309796516,0.418059382611491,3,2155,16.4,30,79
30,4,4,37,0.390385522851792,3,0.431411807857088,0.617224465434648,4,2234,16.1,30,203
8,2,1,19,0.707352070288103,3,1.32494159507157,0.326456454906866,4,2130,16.4,30,144
28,5,4,41,0.346739794851221,3,1.14307484187306,0.630556240360474,3,2565,16.4,30,169
30,3,3,29,0.223539956793179,4,0.1475825339355,0.562410414776041,5,2155,16.4,30,79
7,2,3,47,0.74396695938597,2,1.4813975221619,0.333986323291918,5,2254.5,15.8,30,118
11,3,2,45,0.210115610367355,1,0.139057286756536,0.525404564813399,4,2240,15.5,30,58
15,3,3,39,0.738597070422223,3,1.32132561284206,0.626689918735551,5,2234,16.1,30,203
1,5,2,16,0.380333433173997,4,1.01748286916587,0.420707387861011,5,2240,15.6,30,68
27,2,1,44,0.593063599916972,4,0.340955444532354,0.493719639898644,4,2130,16.2,30,85
11,2,4,49,0.893043699209022,4,0.508327849283077,0.53201819947364,5,2155,16.4,30,79
20,5,3,34,0.237477817181453,1,0.818668453621748,0.683129660055793,3,2234,16.1,30,203
31,5,1,35,0.366775957096538,4,0.898317883716143,0.5917233011916,4,2234,16.1,30,203
20,3,4,9,0.394976630262711,3,1.32420190683531,0.537872269597172,2,2234,16.1,30,203
25,3,1,28,0.794632524561763,3,0.209341721247289,0.581181062773428,3,2234,16.1,30,203
19,5,2,31,0.726273815480488,1,1.04616173478438,0.392340064026675,4,1992.5,19.5,30,20
4,2,2,9,0.885697248284305,4,0.957723754275547,0.664705539935695,3,2155,16.4,30,79
4,2,4,41,0.297149916299736,1,0.825332570642008,0.489306858823598,5,2225.5,15.6,30,80
23,3,3,28,0.421157598277,3,0.370432560023449,0.392401235866096,4,2210.5,15.7,30,94
21,5,3,13,0.361928581018248,2,0.89498603517012,0.50991653444986,5,2265,16.5,30,214
17,5,1,21,0.188822134127522,2,1.14059072457007,0.367857674337849,2,2234,16.1,30,203
7,3,3,46,0.14041379145944,4,1.20436101497614,0.681495394176007,4,2234,16.1,30,203
15,5,4,33,0.805647598639824,4,0.455241181279038,0.429382865749694,3,2195,15.6,30,94
10,4,4,37,0.180375664722924,2,1.21010791223161,0.407215817104104,5,2720,15.5,20,370
3,4,1,44,0.82651777238085,1,0.137696631749652,0.387652242376289,4,2255,16,30,211
23,2,3,48,0.121933653998999,3,1.22018810963331,0.336985520860126,5,2155,16.4,30,79
26,5,1,36,0.53176679721645,3,1.28907088470161,0.524931320469724,4,2167.5,16.05,30,168
23,3,4,7,0.179167800908037,4,0.714205835728924,0.50714526374836,3,2155,16.4,30,79
8,5,4,13,0.661643357545535,2,1.19283098727686,0.681890815588405,5,2234,16.1,30,203
2,4,1,41,0.596544614779113,2,1.12074976345364,0.470410421426968,3,2234,16.1,30,203
5,3,1,28,0.71611123096144,3,1.31534198842182,0.57276484741676,4,2234,16.1,30,203
4,4,3,22,0.476669832458377,4,1.3313765249187,0.353669962546959,4,2711,15.5,20,365
30,5,4,11,0.208451638042056,3,0.59755791082881,0.665894745444465,2,2234,16.1,30,203
23,3,2,41,0.839408717365737,3,0.367596704725433,0.52742147683316,2,2234,16.1,30,203
15,2,1,44,0.242856219833154,3,0.592821658308103,0.695737741228721,4,2234,16.1,30,203
8,3,1,42,0.778636241571474,3,0.308301688450994,0.629201184166463,5,2234,16.1,30,203
29,2,2,15,0.693220395625768,3,1.47578323374657,0.360735963574305,3,2155,16.4,30,79
30,3,4,10,0.81713109530737,4,0.371477947016467,0.434823029470556,2,2234,16.1,30,203
27,3,2,18,0.426537743307466,1,1.18120799814059,0.547479230096091,3,2565,16.4,30,169
13,2,3,20,0.122065855436147,3,1.21341153865998,0.564289618833343,5,2278.5,16,30,222
31,4,3,6,0.382106611296949,4,0.804620812281977,0.426722650827869,2,2234,16.1,30,203
5,4,1,23,0.768953036540844,4,0.2391820236555,0.34822167635362,2,2234,16.1,30,203
28,4,2,17,0.247351128326563,1,1.26818517508096,0.455688086235629,4,2155,16.4,30,79
20,2,4,30,0.211931037080161,3,0.411126777372297,0.495017668015175,4,2019,17.4,30,85
28,2,3,37,0.593690394027868,4,0.10410019966672,0.38998658230383,5,1985,16.8,30,55
5,2,1,20,0.777346644546971,1,0.310813483444518,0.483234209022721,2,2234,16.1,30,203
22,2,1,19,0.742594168841827,1,1.03504430971013,0.511159161265238,5,2070,16.4,30,109
6,3,3,44,0.269231651677406,3,1.12965646933915,0.580082419561901,3,2155,16.4,30,79
30,4,4,7,0.741352983974724,2,1.24072658342565,0.50055215339614,4,2130,16.4,30,144
15,4,4,8,0.889752696766178,4,1.40310684165226,0.571376303334965,5,2155,16.4,30,79
6,2,4,46,0.848006163361426,4,0.609396941886519,0.442842912538908,5,2155,16.4,30,79
24,2,4,24,0.778318294307449,3,1.47417831795837,0.442024334953488,2,2234,16.1,30,203
11,4,4,13,0.73372872328586,2,0.715622114346422,0.566203792468846,5,1995,15.9,30,28
28,2,3,9,0.583192108727193,2,0.462948404434687,0.42575872756832,4,2188,16.7,30,167
27,3,4,39,0.211921159329353,4,0.395778542461791,0.336481366917629,4,2255,16,30,211
1,2,4,37,0.828434535500241,3,0.880893396733857,0.47483578561159,4,2155,16.4,30,79
1,4,3,41,0.537722828283336,3,0.202050960658762,0.364348220860679,4,2513,15.5,30,84
8,4,2,13,0.723162066672105,1,0.734956725927556,0.548839703119564,5,2156.5,16.7,30,76
24,4,2,20,0.810878424971421,4,0.118873152123613,0.314285240685177,2,2234,16.1,30,203
13,4,1,24,0.604427669434074,4,0.91002520408,0.59290028641338,2,2234,16.1,30,203
27,3,1,37,0.380143235396893,2,1.31090180790576,0.390143341700301,3,2234,16.1,30,203
17,5,4,34,0.679105883906011,1,1.46142225011757,0.413065574092486,3,2125,17,30,21
7,2,1,22,0.773272209338157,1,0.829941085727562,0.610593488905584,2,2234,16.1,30,203
29,5,3,46,0.303293877123168,3,1.25944141014412,0.320632166903824,4,2155,16.4,30,79
1,3,3,42,0.570789319784003,2,0.205978240643032,0.5062645920847,3,2234,16.1,30,203
11,5,2,27,0.645997488674786,4,0.607277225915634,0.673746952356109,4,2234,16.1,30,203
5,5,4,18,0.744875514902778,1,0.79691014280867,0.605196664363328,5,1995,15.9,30,28
5,3,3,44,0.742587753461872,2,1.02194909585467,0.551958773548646,2,2520,16.2,30,294
11,2,3,29,0.354726912553243,2,0.408348080726404,0.618894930323883,3,2155,16.4,30,79
9,2,3,12,0.531270792141993,2,1.27409465845043,0.392454790682597,5,2155,16.4,30,79
24,5,1,9,0.764354069073246,3,1.20859345354949,0.630634452692238,2,2234,16.1,30,203
2,3,1,15,0.454498543349293,3,1.22217725157455,0.668799754788919,3,2234,16.1,30,203
8,2,2,37,0.470018259214106,4,0.499253508981334,0.457915724020215,5,2155,16.4,30,79
16,4,2,31,0.287918659987073,1,0.68978059385436,0.542387065385497,4,2372.5,15.9,30,136
6,2,2,10,0.45179993147977,4,0.463312694623195,0.494852840470542,2,2245.5,16.15,30,206
26,2,2,36,0.261666987999573,2,0.734032284083464,0.547970268767137,2,2234,16.1,30,203
26,4,3,14,0.131181085443552,3,0.125267159093405,0.663204140805449,2,2234,16.1,30,203
5,5,1,34,0.447431043677255,2,1.18509992413649,0.311717814962608,3,2234,16.1,30,203
2,3,2,13,0.563694363471632,1,0.442635474889131,0.459460149332912,5,2600,16,20,221
6,2,1,32,0.583835087218328,1,0.469633027948307,0.504675795810296,4,2122.5,16.2,30,84
12,2,3,9,0.354210979076695,4,0.819932120086728,0.544256625908614,2,2234,16.1,30,203
11,4,4,27,0.864719285313829,4,0.803887150811547,0.645022698407289,4,2155,16.4,30,79
20,2,1,43,0.315819338471138,2,0.523880917442177,0.682741737502466,4,2234,16.1,30,203
7,3,3,11,0.172479822865237,1,1.19755614301528,0.532511066885538,2,2234,16.1,30,203
4,2,1,19,0.716885177893581,2,1.04873760402662,0.33081008719903,5,2245.5,16.15,30,206
15,5,2,36,0.815898630455105,3,0.92551459313357,0.623978685188561,5,2195,15.6,30,94
9,4,4,6,0.751870999799484,4,0.765992310713142,0.527108661197319,2,2560,16,30,305
19,4,2,20,0.816938249915517,2,0.305087233940044,0.407460091315412,5,2155,16.4,30,79
1,2,2,37,0.465310199826021,3,0.651624102266459,0.433664653638238,3,2155,16.2,30,155
22,3,1,10,0.675771849488841,1,0.59185186483582,0.645919429289136,4,2234,16.1,30,203
26,3,2,31,0.626317872733168,4,0.887922103610581,0.61680667931223,2,2234,16.1,30,203
30,4,1,16,0.476099859933309,4,0.451563583721049,0.338884926830697,2,2234,16.1,30,203
20,4,3,12,0.590505375241442,3,0.470725974934825,0.379534974520433,2,2234,16.1,30,203
22,4,4,33,0.111450303693403,1,0.503389409836891,0.519625863955895,5,2697,16.2,30,154
28,4,3,34,0.785720607795958,4,1.08793585009064,0.313182180738467,3,2234,16.1,30,203
21,3,1,35,0.883748067288104,1,1.44496667841089,0.690110115217479,3,2155,16.4,30,79
12,2,2,30,0.583391484786655,2,0.761851351582877,0.388614455964685,4,2360,16.4,30,242
2,4,4,12,0.740286818251551,3,0.124596795188331,0.366417730062113,5,2155,16.4,30,79
20,3,2,45,0.865455123616819,3,0.686895689373613,0.336157186165591,5,2155,16.4,30,79
19,5,3,8,0.102398805307607,2,1.07744709064278,0.637973720429343,3,2155,16.4,30,79
18,2,4,19,0.366317365214375,3,1.15416539703371,0.375388758229461,5,2155,16.4,30,79
22,5,3,9,0.864759541729644,1,0.615084881613729,0.6933955772245,3,2239.5,16.15,30,204
25,5,1,30,0.137239136620213,2,1.08661534957144,0.322386765296904,3,2234,16.1,30,203
29,5,3,39,0.206871144973076,4,0.659225554781398,0.524679873883978,2,2234,16.1,30,203
6,5,3,47,0.689788613590044,4,0.557282733236318,0.394923865459383,2,2234,16.1,30,203
24,4,3,20,0.225308223767952,1,1.10352530875772,0.452588561916718,5,2155,16.4,30,79
17,5,2,34,0.335599868870719,4,1.25657448559461,0.510046045284183,5,1995,15.75,30,18
24,2,3,10,0.845621823170167,1,0.991966903391175,0.38666263614831,5,2155,16.4,30,79
6,2,1,13,0.545051838124393,3,1.34570159903119,0.407876563780725,5,2360,16.4,30,242
28,5,4,33,0.300251289694046,2,0.246670110451352,0.42347068486819,4,2011,16.65,30,64
31,2,2,34,0.59790240121549,4,0.332133562378405,0.679321801177613,5,2234,16.1,30,203
10,3,3,45,0.763010548538211,3,0.159871679482295,0.50639518506375,4,1995,15.9,30,28
14,4,4,46,0.430158849179328,3,0.351110020604514,0.519609513599748,3,2155,16.4,30,79
6,3,3,13,0.175642441698412,3,1.39882077371647,0.371209297354885,3,2155,16.4,30,79
16,2,3,49,0.331666220386028,1,0.770080821708459,0.474837059771362,2,2234,16.1,30,203
10,3,2,45,0.725813630580763,4,1.07486812588291,0.366077360574876,3,2234,16.1,30,203
30,4,2,25,0.860269699226376,4,1.11149820856706,0.63500231463024,5,2155,16.4,30,79
29,3,2,20,0.29802902094494,2,1.00491125132125,0.440637400654334,2,2264,16,30,213
19,2,2,17,0.126070338238118,4,0.405647317810344,0.671753011855316,4,2234,16.1,30,203
11,2,3,30,0.540854904208163,1,0.578818071390241,0.39963953755885,3,2155,16.4,30,79
6,4,1,39,0.272502800991899,3,1.45526295692408,0.441574446542038,5,2195,15.6,30,94
26,5,4,18,0.482581225271481,3,1.45759504164143,0.600474415247075,2,2234,16.1,30,203
7,5,1,48,0.439188971972408,4,0.998659295255643,0.408335496145087,2,2234,16.1,30,203
23,2,4,29,0.41625990509283,2,0.627657074232063,0.623017069920716,3,2155,16.4,30,79
6,4,4,44,0.413872660136293,3,0.250302083671081,0.304878601155362,5,2265,16,30,63
22,5,2,46,0.491007370776024,2,0.595275919689981,0.516075150369797,4,2190,15.8,30,111
18,2,2,26,0.763668160772976,2,1.3123459445032,0.660417043649591,4,2234,16.1,30,203
22,4,3,15,0.201366300721617,3,0.700471119854926,0.550938357302759,2,2234,16.1,30,203
26,5,2,28,0.674739425853484,4,0.613433333818547,0.359312840675146,4,2155,16.4,30,79
30,5,3,37,0.308932017848587,4,0.534744347521005,0.306471752158411,2,2234,16.1,30,203
12,4,4,43,0.213637072005183,4,1.14384490906661,0.602976607672072,2,2234,16.1,30,203
28,3,4,49,0.389043913979069,2,0.281282741139546,0.626659184218918,4,2155,16.4,30,79
6,2,4,6,0.897751296205851,3,1.23782022742882,0.697834143926629,4,2155,16.4,30,79
8,5,3,23,0.579023297476666,1,0.799959007660386,0.689399221685277,3,2234,16.1,30,203
12,2,4,19,0.885879080366486,4,0.384134708069009,0.613938157847415,4,2155,16.4,30,79
17,2,2,32,0.440554036759373,1,1.47931969640679,0.524741443673649,5,2155,16.4,30,79
11,4,3,23,0.144061387626113,2,1.40763865974182,0.624439200881469,3,2155,16.4,30,79
23,5,2,27,0.664060233454614,4,1.1962476233979,0.30837466322568,2,2234,16.1,30,203
13,3,2,18,0.426683898785311,4,0.668957593910788,0.580784758948554,4,2155,16.4,30,79
6,3,3,50,0.452792053892409,2,0.775816157890142,0.678228859164168,5,2234,16.1,30,203
13,5,1,35,0.788016090751183,4,1.47784153004375,0.685558301097851,2,2234,16.1,30,203
25,3,2,40,0.863798726700296,3,0.178149398375072,0.64294273158705,2,2255,16,30,211
16,4,3,36,0.393679990994901,1,0.935734935301422,0.644621993711382,3,2155,16.4,30,79
14,4,3,11,0.154508364500282,2,0.674345310105706,0.324865118914702,4,2542,16,30,143
18,4,1,50,0.748126184349588,3,0.730042060239464,0.545156214197272,4,2234,16.1,30,203
7,4,2,31,0.424312232876828,3,0.720761976559099,0.62851471468943,3,2155,16.4,30,79
7,4,2,46,0.846488741589985,1,0.412669117782905,0.339511349976543,2,2234,16.1,30,203
29,2,3,49,0.692099773791146,3,1.15198877620707,0.648273046933622,2,2234,16.1,30,203
28,3,1,17,0.349699142287419,1,1.03916504038061,0.476039795063082,2,2234,16.1,30,203
28,2,2,43,0.264254619309344,3,0.643255870999313,0.486816781834421,3,2155,16.4,30,79
7,4,2,32,0.374486454810025,1,1.17149756422475,0.425853349004268,5,2155,16.4,30,79
22,5,3,47,0.625643118588423,3,1.01215743490612,0.591444890645968,2,2234,16.1,30,203
3,3,4,37,0.319280587296089,2,1.22579038452443,0.540112326079125,3,2265,16,30,216
15,4,1,19,0.12656942186984,2,0.760283997339679,0.530942177712938,5,2234,16.1,30,203
29,4,3,15,0.689194897586699,3,0.660082936458734,0.654779052249038,3,2255,16,30,211
18,5,2,37,0.244985963429742,4,0.763634572451654,0.546598524302879,3,2234,16.1,30,203
8,3,4,27,0.164347635343926,1,0.991401997819314,0.330517213408991,2,2234,16.1,30,203
6,5,3,15,0.69044402638719,3,1.12680222683112,0.462498279334943,5,2155,16.4,30,79
5,2,1,6,0.319569057584584,4,1.14777322804772,0.536374575137718,3,2125,16.4,30,135
5,2,2,38,0.786353652115234,2,0.169541637392734,0.488658650291493,2,2234,16.1,30,203
22,2,1,42,0.568274636290624,3,0.684917936685709,0.666922584507683,4,2234,16.1,30,203
5,4,1,22,0.445559945436784,2,1.16145041613882,0.335859830768032,4,2220,15.9,30,148
9,4,4,22,0.587541799893747,1,0.808740938043035,0.464453950535642,5,2155,16.4,30,79
11,3,4,20,0.816363012593075,4,0.831017000958973,0.592887867914006,2,2234,16.1,30,203
29,5,1,19,0.88375290734356,1,0.878955121547847,0.355810161853171,5,2155,16.4,30,79
30,5,4,13,0.454005223216529,1,0.135880297164358,0.620025123909677,4,2234,16.1,30,203
29,5,2,6,0.146474966310188,3,0.167748664188739,0.510023553810353,2,2234,16.1,30,203
4,3,3,18,0.66950906808182,3,1.09161603468652,0.525965110948652,4,2155,16.4,30,79
11,2,2,10,0.867368292692552,1,0.738861257888054,0.525485085084861,3,2155,16.4,30,79
2,3,4,48,0.561178660331131,4,0.617296700689205,0.667753721892615,4,2234,16.1,30,203
15,3,2,12,0.694316419703658,3,0.145205528815524,0.695844169775103,3,2234,16.1,30,203
30,5,2,50,0.618720076068551,3,0.2172379856296,0.312042070158837,2,2234,16.1,30,203
21,5,3,34,0.732768269157867,1,0.897968708743946,0.525614173740416,4,2019,17.4,30,85
20,3,4,20,0.64044839218542,2,0.804910150922454,0.616201249152949,3,2155,16.4,30,79
23,4,4,26,0.25528077781293,2,0.751222871746803,0.499221724264718,4,2155,16.4,30,79
27,4,2,31,0.54272822657012,1,0.622545570484036,0.656878040636388,3,2234,16.1,30,203
16,2,4,32,0.866160018763739,3,0.634529849657418,0.5399833377322,4,2155,16.4,30,79
2,4,3,6,0.794948382304237,1,1.36295622335468,0.356750185807702,2,2234,16.1,30,203
11,2,4,29,0.878867002696415,1,1.29839038572817,0.594731879548844,4,2155,16.4,30,79
20,3,1,36,0.114244764227074,2,0.438208299694069,0.480981542588865,3,2234,16.1,30,203
10,5,4,41,0.308646516786935,2,0.58643783526803,0.508030487149573,4,2457.5,16.4,30,276
10,3,1,36,0.237519719127789,1,0.130653383885884,0.43430525533223,4,2135,16.2,30,117
23,5,3,35,0.82603078803517,4,1.13118008427929,0.427591101165968,4,2155,16.4,30,79
18,3,3,50,0.854482888827334,3,1.04174636522098,0.681134435616708,3,2234,16.1,30,203
15,2,4,45,0.541882697522222,1,0.754250341606622,0.483056118202692,3,2155,16.4,30,79
30,5,2,36,0.583896327388672,2,0.393810758220355,0.566986716425317,2,2234,16.1,30,203
2,2,4,36,0.837393912306793,2,0.218747700742892,0.48466618628639,3,2234,16.1,30,203
16,3,3,30,0.478681194745288,3,0.598950757316417,0.685827720040936,5,2234,16.1,30,203
16,2,2,38,0.475920093990759,2,0.77522221685175,0.304451757171686,5,2155,16.4,30,79
25,4,1,20,0.295541812652294,1,1.0588064759255,0.655020272937398,3,2239.5,16.15,30,204
6,2,3,13,0.558259690204983,3,1.02011618309415,0.679218075057419,4,2265,16,30,216
5,5,2,35,0.211524977753381,2,0.275514345891346,0.46496290943677,3,1995,15.9,30,28
25,2,1,38,0.500270837146306,1,1.38090148008773,0.616352289189276,5,2234,16.1,30,203
2,4,1,47,0.732415880475043,3,0.506744224121539,0.426559614876511,2,2234,16.1,30,203
22,2,3,36,0.348287693985279,4,1.04591063629474,0.579947290721066,5,2155,16.4,30,79
5,4,4,24,0.684391978169017,3,0.103986150424778,0.611165461181009,4,2265,16,30,216
5,3,2,23,0.891069699953126,1,0.245614980699882,0.453162439051522,4,2155,16.4,30,79
20,4,1,36,0.271250476451851,3,1.32902142489809,0.564597437893008,2,2234,16.1,30,203
31,2,3,29,0.735513490906078,3,1.17995070074242,0.552223642102814,3,2155,16.4,30,79
30,5,2,50,0.511301632267124,3,0.232535796463121,0.615454470900422,3,2155,16.4,30,79
9,2,4,31,0.559391399523779,4,0.191134161147372,0.646851023798439,2,2234,16.1,30,203
8,5,3,15,0.893079109226876,3,1.23437621843659,0.432045673586114,5,2155,16.4,30,79
25,5,1,11,0.801409305036312,3,0.778909344224904,0.482983669517305,2,2234,16.1,30,203
27,2,4,8,0.796822392993004,2,0.924663527174253,0.626630693991427,2,2234,16.1,30,203
28,4,2,44,0.550615606996916,3,0.523093366429242,0.36912750565087,2,2234,16.1,30,203
27,3,3,20,0.81723354657585,1,0.475506507484642,0.372353454218758,3,2195,15.6,30,94
18,2,1,41,0.835138136720543,3,1.06699522317069,0.362231781401033,3,2255,16,30,211
6,3,3,48,0.495264007710456,3,1.206035766552,0.333794440072806,4,2188,16.7,30,167
29,4,4,25,0.117421029864023,3,0.722643976951738,0.527358361627315,5,2130,16.4,30,144
7,2,2,30,0.143484505408686,1,0.975735945023013,0.389803334403123,4,2155,16.4,30,79
12,5,4,38,0.483711824311041,2,1.26674263852189,0.502550094179584,2,2264,16,30,213
23,5,4,48,0.133208783836018,4,0.83218776238682,0.548023595918497,4,2155,16.4,30,79
9,5,3,15,0.684788618754827,2,0.16568172747268,0.56306812619042,2,2234,16.1,30,203
2,4,4,7,0.530149606540618,4,0.200148313853282,0.330530263305257,2,2234,16.1,30,203
2,3,4,12,0.496914887895135,2,0.669544824733424,0.300338118687155,4,2155,16.4,30,79
20,2,4,30,0.294011073018968,2,0.331441022390485,0.494224925291411,3,2155,16.4,30,79
12,5,4,30,0.430258139685294,4,0.359638581537352,0.401993722520452,3,2155,16.4,30,79
20,3,4,34,0.359419645561866,3,0.774946924002425,0.448960190183366,5,2155,16.4,30,79
10,3,2,42,0.276133883814025,4,0.610263951980508,0.6283443266995,3,2217,16,30,188
22,2,2,43,0.127765718496247,3,1.17278113947256,0.364005939016099,4,2155,16.4,30,79
12,5,4,9,0.502388515796962,2,0.434217064868122,0.549956790017139,2,2234,16.1,30,203
12,2,1,36,0.232690712520975,1,0.522854927330476,0.317600070562864,2,2234,16.1,30,203
20,5,2,42,0.78699440914859,4,0.527584446888786,0.357577864518519,2,2234,16.1,30,203
4,2,4,35,0.117807365962566,1,1.36359422826069,0.49271279282086,5,2697,15.5,20,360
26,5,3,46,0.601397205357915,2,0.867801478265109,0.406871846448203,2,2234,16.1,30,203
19,5,1,36,0.516825379096327,4,0.408605209124013,0.50993331812641,2,2234,16.1,30,203
25,2,1,30,0.63651242170492,1,0.691960600840677,0.358817808529023,5,1985,16.8,30,55
7,3,1,36,0.330110576763795,1,0.380103856946194,0.68575591535861,3,2234,16.1,30,203
24,2,1,49,0.371371129296143,4,0.97871906509474,0.680575015684251,4,2234,16.1,30,203
9,2,1,19,0.374574769558111,1,0.944469858290561,0.657581953774237,2,2234,16.1,30,203
21,5,1,9,0.807133491611241,4,0.609421701802342,0.47737178650915,5,2130,16.4,30,144
4,3,3,45,0.486220935730995,2,1.38619361570086,0.514104162550581,4,2155,16.4,30,79
1,2,2,25,0.27664015633916,2,0.502118079260196,0.680167390431389,5,2234,16.1,30,203
5,4,1,33,0.348936889590797,2,1.08476586924207,0.561835176693976,3,2234,16.1,30,203
23,2,2,30,0.705136915507622,4,0.797443202872043,0.323950457418595,2,2234,16.1,30,203
23,3,2,42,0.251188433457063,3,1.11206137208723,0.698593051128449,3,2234,16.1,30,203
22,2,2,14,0.692960472906536,4,1.25601613398324,0.680642519808148,2,2234,16.1,30,203
